375,67,46,56,64
376,71,44,52,64
377,70,42,55,64
378,72,43,55,61
379,73,41,55,62
380,76,41,54,59
381,80,41,52,59
382,81,38,52,62
383,84,38,52,60
384,85,39,54,57
385,85,37,55,59
386,88,39,54,57
387,90,40,55,57
388,94,43,51,56
389,93,42,54,57
390,95,46,54,55
391,96,44,53,58
392,99,46,52,55
393,100,49,51,53
394,101,50,52,54
395,102,52,52,54
396,102,54,52,56
397,103,55,53,56
398,104,57,50,54
399,104,59,49,53
400,101,61,55,56
401,103,64,53,55
402,102,66,55,57
403,103,68,53,57
404,103,70,53,57
405,104,72,52,57
406,103,74,54,58
407,105,76,51,57
408,105,80,50,57
409,105,81,53,60
410,105,85,51,60
411,104,87,53,57
412,105,89,50,58
413,107,92,50,57
414,105,95,53,59
415,103,97,56,57
416,106,101,52,55
417,104,103,54,56
418,104,103,55,59
419,105,107,52,57
420,104,109,56,57
421,105,113,53,55
422,103,114,55,57
423,105,117,53,56
424,102,120,57,54
425,103,122,53,56
426,104,125,54,54
427,101,125,58,57
428,102,130,55,54
429,102,131,56,56
430,101,134,56,54
431,99,136,59,54
432,99,135,58,59
433,99,139,58,57
434,99,142,56,56
435,98,141,57,58
436,97,143,57,59
437,96,144,58,60
438,96,148,58,57
439,97,148,54,57
440,95,149,57,57
441,93,149,59,59
442,93,151,60,58
443,95,151,55,59
444,92,154,58,60
445,91,154,58,59
446,90,156,58,59
447,89,154,57,60
448,88,156,57,59
449,87,156,56,58
450,85,157,57,59
451,86,157,57,62
452,85,157,56,61
453,82,158,61,61
454,82,156,60,64
455,83,155,58,62
456,81,151,59,65
457,81,149,57,64
458,79,147,61,63
459,79,142,60,67
460,79,138,60,66
461,79,135,60,65
462,79,130,58,66
463,79,125,61,66
464,80,122,61,67
465,80,119,60,68
466,79,114,63,70
467,81,110,61,70
468,79,108,63,70
469,83,103,60,71
470,84,101,60,72
471,86,98,60,70
472,87,98,61,68
473,86,97,61,64
474,85,95,66,67
475,87,93,66,65
476,90,93,61,63
477,91,90,62,67
478,93,89,64,65
479,96,88,62,65
480,95,90,65,64
481,98,90,62,63
482,101,90,61,64
483,101,90,62,65
484,106,89,58,65
485,107,91,57,63
486,107,89,60,64
487,111,91,56,61
488,113,91,56,59
489,111,89,60,60
490,117,89,55,62
491,118,89,56,61
492,120,85,58,66
493,124,88,52,60
494,127,87,52,60
495,130,87,49,58
496,128,86,54,60
497,130,87,54,55
498,133,88,54,54
499,132,87,57,57
500,138,88,51,53
501,140,87,51,54
502,140,87,53,54
503,143,88,53,54
504,147,89,50,55
505,149,90,50,56
506,149,91,54,55
507,151,90,53,57
508,153,93,51,55
509,154,94,52,58
510,153,95,55,60
511,156,97,52,59
512,157,101,50,57
513,156,105,53,55
514,156,107,54,56
515,160,108,51,55
516,161,107,52,59
517,161,111,54,56
518,165,113,51,55
519,163,114,54,52
520,167,111,49,55
521,169,108,47,54
522,166,103,52,57
523,170,101,49,57
524,166,95,55,56
525,169,91,53,60
526,168,88,50,61
527,169,85,50,57
528,167,81,52,60
529,165,82,54,58
530,168,77,51,60
531,167,75,51,60
532,167,73,51,60
533,166,71,51,58
534,164,69,56,59
535,164,62,55,65
536,165,59,56,62
537,164,56,58,65
538,168,56,53,59
539,167,54,55,60
540,165,53,57,61
541,165,48,57,61
542,165,47,57,65
543,163,45,57,65
544,165,48,55,63
545,162,51,55,58
546,161,49,56,63
547,156,49,63,62
548,157,52,58,62
549,156,55,56,58
550,152,56,59,56
551,153,57,55,57
552,154,61,53,55
553,150,60,57,58
554,151,63,52,56
555,147,65,55,55
556,147,64,52,58
557,145,64,55,58
558,143,63,52,59
559,141,66,53,55
560,139,65,53,56
561,135,65,57,59
562,135,66,58,59
563,130,68,59,58
564,129,69,55,58
565,126,71,54,57
566,123,70,57,62
567,125,74,51,56
568,124,72,54,59
569,124,72,54,59
570,126,71,54,59
571,127,71,56,57
572,130,69,57,62
573,135,70,55,61
574,134,69,57,59
575,139,70,56,59
576,134,66,64,65
577,139,69,56,59
578,139,69,56,59
579,138,66,58,59
580,140,67,55,58
581,135,63,62,63
582,136,65,57,62
583,135,67,56,60
584,131,66,58,62
585,130,71,57,58
586,129,72,58,60
587,128,75,55,59
588,128,77,57,60
589,129,79,53,61
590,124,80,57,63
591,120,81,59,61
592,119,84,56,58
593,116,82,57,63
594,115,85,56,60
595,111,86,59,64
596,108,86,61,64
597,107,89,62,66
598,106,91,62,67
599,104,98,65,58
600,103,100,65,60
601,102,101,67,62
602,107,105,60,59
603,109,110,57,55
604,109,116,57,51
605,110,120,56,47
606,109,124,57,50
607,108,128,56,47
608,109,123,55,54
609,108,127,54,50
610,108,127,53,53
611,107,127,52,54
612,104,124,54,59
613,101,128,57,55
614,102,127,56,55
615,100,123,57,58
616,101,123,57,56
617,100,123,56,56
618,101,124,53,55
619,98,121,55,54
620,98,119,56,54
621,97,117,57,55
622,97,112,57,57
623,96,110,57,57
624,98,105,56,61
625,95,102,58,60
626,98,99,54,61
627,99,95,55,63
628,98,97,57,61
629,99,94,55,61
630,100,92,52,60
631,97,91,57,58
632,98,85,56,65
633,97,84,58,63
634,96,82,60,64
635,98,79,58,64
636,98,76,58,63
637,100,74,56,63
638,99,70,56,63
639,100,71,55,61
640,95,64,62,67
641,96,64,59,67
642,94,64,63,65
643,96,64,57,60
644,95,60,59,66
645,92,59,59,67
646,92,57,59,67
647,92,58,57,65
648,90,58,57,61
649,88,54,57,65
650,86,56,57,62
651,85,54,55,62
652,85,53,55,63
653,82,52,55,63
654,82,52,55,63
655,83,52,52,63
656,80,51,54,64
657,77,52,58,64
658,80,50,53,66
659,79,54,54,63
660,77,53,56,67
661,75,57,55,65
662,78,59,52,64
663,74,58,56,66
664,76,59,51,66
665,74,63,57,64
666,72,63,58,64
667,70,63,59,66
668,69,67,57,64
669,69,67,58,63
670,66,70,67,64
671,69,71,60,63
672,68,71,59,63
673,69,72,55,65
674,66,79,60,58
675,69,76,58,66
676,70,82,55,61
677,69,83,57,63
678,70,83,56,62
679,69,82,57,62
680,69,80,60,62
681,75,78,55,61
682,75,74,58,64
683,76,72,62,62
684,80,70,59,61
685,81,69,59,61
686,82,65,62,66
687,87,65,60,67
688,90,60,59,69
689,91,59,62,68
690,92,56,65,72
691,96,55,62,69
692,100,54,59,69
693,97,53,62,67
694,95,54,63,63
695,99,54,59,63
696,98,52,59,62
697,99,50,57,63
698,99,48,57,66
699,98,45,57,67
700,96,48,59,61
701,96,47,59,62
702,97,45,55,60
703,95,45,58,60
704,98,44,54,59
705,95,43,56,58
706,96,41,55,58
707,95,41,55,58
708,94,41,55,58
709,94,39,51,60
710,94,42,50,56
711,90,41,54,58
712,91,43,49,53
713,87,41,53,57
714,82,41,59,58
715,84,38,54,60
716,81,36,56,62
717,79,37,58,59
718,77,36,59,61
719,79,36,54,56
720,75,32,56,60
721,76,32,53,58
722,76,30,52,60
723,74,29,54,59
724,73,29,52,56
725,70,26,56,61
726,68,24,56,60
727,69,27,55,57
728,69,24,54,60
729,68,25,55,60
730,69,25,54,62
731,68,27,58,61
732,69,29,57,61
733,69,33,56,59
734,73,36,53,59
735,71,37,57,59
736,74,38,55,61
737,76,41,53,59
738,75,42,56,60
739,78,46,53,57
740,79,47,54,59
741,81,48,52,59
742,81,47,54,61
743,85,49,51,60
744,85,50,53,59
745,87,47,51,62
746,90,50,52,60
747,90,47,54,63
748,92,46,55,61
749,93,43,55,63
750,97,43,53,58
751,99,44,56,56
752,99,42,56,56
753,106,38,52,55
754,106,38,52,57
755,110,39,52,53
756,112,36,51,56
757,113,32,53,60
758,117,35,50,55
759,119,34,51,55
760,120,31,52,57
761,124,32,49,56
762,126,31,50,56
763,126,31,52,56
764,130,31,50,55
765,132,31,49,52
766,135,30,48,54
767,137,32,48,50
768,137,30,53,55
769,142,33,48,52
770,144,31,48,53
771,142,31,54,55
772,147,35,51,50
773,145,31,57,55
774,150,33,51,55
775,151,33,52,55
776,153,33,50,55
777,155,35,52,54
778,158,36,50,54
779,157,37,49,53
780,158,36,51,58
781,154,37,56,58
782,160,42,50,55
783,161,40,51,57
784,160,43,52,57
785,164,47,49,53
786,164,47,50,55
787,163,51,52,54
788,163,51,53,55
789,163,53,54,57
790,164,57,52,53
791,164,55,55,56
792,162,56,56,56
793,163,58,55,53
794,164,59,56,54
795,163,58,56,56
796,163,58,55,56
797,160,60,59,57
798,159,60,56,54
799,160,62,51,53
800,165,58,51,50
801,164,58,51,50
802,163,57,51,50
803,161,56,51,50
804,160,55,51,50
805,159,54,51,50
806,158,53,51,50
807,155,53,51,50
808,153,54,51,50
809,151,54,51,50
810,148,55,51,50
811,146,56,51,50
812,142,57,51,50
813,139,58,51,50
814,135,59,51,50
815,131,60,51,50
816,128,61,51,50
817,124,62,51,50
818,120,63,51,50
819,116,64,51,50
820,112,65,51,50
821,108,66,51,50
822,106,67,51,50
823,103,68,51,50
824,100,70,51,50
825,98,71,51,50
826,95,72,51,50
827,92,73,51,50
828,90,74,51,50
829,92,76,46,50
830,90,77,45,50
831,91,78,42,50
832,88,81,46,50
833,87,84,49,50
834,88,84,51,50
835,87,84,51,50
836,90,88,51,50
837,90,92,51,50
838,90,96,51,50
839,91,101,51,50
840,90,104,51,50
841,92,109,51,50
842,91,110,51,50
843,91,114,51,50
844,93,118,51,50
845,93,123,51,50
846,92,125,51,50
847,92,131,51,50
848,92,130,51,50
849,90,132,51,50
850,90,135,51,50
851,90,137,51,50
852,90,133,51,50
853,90,129,51,50
854,90,125,51,50
855,90,122,51,50
856,90,118,51,50
857,90,112,51,50
858,89,106,51,50
859,88,100,51,50
860,87,94,51,50
861,86,89,51,50
862,87,85,51,50
863,87,81,51,50
864,88,77,51,50
865,88,73,51,50
866,88,69,51,50
867,91,68,51,50
868,94,67,51,50
869,97,67,51,50
870,100,66,51,50
871,103,65,51,50
872,107,66,51,50
873,111,67,51,50
874,115,67,51,50
875,119,68,51,50
876,123,69,45,50
877,124,69,46,50
878,126,69,46,50
879,128,70,45,50
880,129,70,43,50
881,131,70,44,50
882,130,69,45,50
883,129,69,44,50
884,128,69,44,50
885,127,69,46,50
886,126,68,45,50
887,122,68,46,50
888,119,68,51,50
889,116,68,51,50
890,113,68,51,50
891,110,68,51,50
892,106,69,51,50
893,103,70,51,50
894,99,71,51,50
895,96,72,51,50
896,92,73,51,50
897,91,74,51,50
898,89,75,51,50
899,87,76,51,50
900,88,77,48,50
901,88,78,46,50
902,85,81,48,50
903,86,83,46,50
904,86,85,45,50
905,84,87,49,50
906,86,90,42,50
907,85,94,46,50
908,85,98,48,50
909,84,103,51,50
910,87,107,51,50
911,89,111,51,50
912,89,113,51,50
913,89,116,51,50
914,89,118,51,50
915,89,120,51,50
916,89,122,51,50
917,91,123,51,50
918,93,125,51,50
919,95,126,51,50
920,97,127,51,50
921,101,121,51,50
922,102,120,51,50
923,105,121,51,50
924,108,117,51,50
925,110,113,51,50
926,113,109,51,50
927,113,105,51,50
928,112,101,51,50
929,112,98,51,50
930,111,94,51,50
931,111,90,51,50
932,108,88,51,50
933,106,85,51,50
934,105,84,51,50
935,103,82,51,50
936,101,80,51,50
937,100,79,51,50
938,99,79,51,50
939,98,76,51,50
940,96,74,51,50
941,92,74,51,50
942,92,74,51,50
943,90,69,51,50
944,91,68,51,50
945,91,67,51,50
946,92,64,51,50
947,93,65,51,50
948,94,62,51,50
949,96,62,51,50
950,98,63,51,50
951,99,63,51,50
952,103,63,51,50
953,104,62,51,50
954,105,63,51,50
955,107,62,51,50
956,108,62,51,50
957,107,62,51,50
958,110,61,51,50
959,110,58,51,50
960,113,58,51,50
961,115,58,51,50
962,116,58,51,50
963,118,59,51,50
964,119,59,51,50
965,121,59,51,50
966,122,60,51,50
967,123,60,51,50
968,125,60,48,50
969,126,60,50,50
970,128,60,48,50
971,129,60,48,50
972,130,59,51,50
973,130,59,51,50
974,131,59,51,50
975,131,59,51,50
976,132,59,51,50
977,132,59,48,50
978,132,59,47,50
979,133,59,48,50
980,133,59,48,50
981,133,59,48,50
982,133,60,48,50
983,133,62,48,50
984,133,63,48,50
985,133,65,46,50
986,133,67,46,50
987,133,70,46,50
988,133,73,48,50
989,131,81,51,50
990,130,84,51,50
991,130,86,51,50
992,129,87,51,50
993,128,90,51,50
994,126,92,51,50
995,125,95,51,50
996,124,98,51,50
997,124,100,51,50
998,124,101,51,50
999,125,103,51,50
1000,123,104,51,50
1001,123,103,51,50
1002,123,101,51,50
1003,123,99,51,50
1004,122,97,51,50
1005,122,95,51,50
1006,122,92,51,50
1007,121,89,51,50
1008,122,85,51,50
1009,122,82,51,50
1010,122,80,51,50
1011,121,76,51,50
1012,120,73,51,50
1013,120,70,51,50
1014,117,68,51,50
1015,114,65,51,50
1016,114,62,51,50
1017,113,62,51,50
1018,110,61,51,50
1019,107,60,51,50
1020,105,60,51,50
1021,102,59,51,50
1022,100,58,51,50
1023,97,57,51,50
1024,93,56,51,50
1025,91,57,51,50
1026,87,55,51,50
1027,85,56,51,50
1028,81,54,51,50
1029,77,57,51,50
1030,76,56,51,50
1031,71,57,51,50
1032,71,56,51,50
1033,67,58,51,50
1034,64,58,51,50
1035,65,57,51,50
1036,63,59,51,50
1037,62,58,51,50
1038,62,57,51,50
1039,61,57,51,50
1040,60,57,51,50
1041,60,58,51,50
1042,61,59,51,50
1043,64,59,51,50
1044,67,59,51,50
1045,69,60,51,50
1046,73,60,51,50
1047,76,62,51,50
1048,81,63,51,50
1049,85,64,51,50
1050,88,65,51,50
1051,91,67,51,50
1052,95,68,51,50
1053,99,68,51,50
1054,102,69,51,50
1055,106,70,51,50
1056,109,71,51,50
1057,113,71,51,50
1058,117,71,51,50
1059,121,71,51,50
1060,125,71,51,50
1061,129,71,51,50
1062,133,71,51,50
1063,136,70,51,50
1064,140,70,51,50
1065,144,70,51,50
1066,148,70,51,50
1067,150,72,51,50
1068,153,74,51,50
1069,155,76,51,50
1070,157,83,51,50
1071,158,89,51,50
1072,160,91,51,50
1073,161,95,51,50
1074,161,97,51,50
1075,160,99,51,50
1076,161,104,51,50
1077,162,110,51,50
1078,161,114,51,50
1079,162,117,51,50
1080,163,121,51,50
1081,163,127,51,50
1082,163,131,51,50
1083,163,134,51,50
1084,163,139,51,50
1085,163,143,51,50
1086,161,145,51,50
1087,161,148,51,50
1088,161,151,51,50
1089,160,153,51,50
1090,160,150,51,50
1091,159,148,51,50
1092,161,145,51,50
1093,160,146,51,50
1094,160,144,51,50
1095,159,144,51,50
1096,158,141,51,50
1097,157,140,51,50
1098,159,136,51,50
1099,159,133,51,50
1100,158,128,51,50
1101,157,125,51,50
1102,155,120,51,50
1103,156,115,51,50
1104,155,112,51,50
1105,154,108,51,50
1106,154,101,51,50
1107,151,98,51,50
1108,150,94,51,50
1109,147,91,51,50
1110,144,90,51,50
1111,142,89,51,50
1112,142,89,51,50
1113,141,87,51,50
1114,139,86,51,50
1115,138,86,51,50
1116,136,85,51,50
1117,134,85,51,50
1118,133,85,51,50
1119,131,85,51,50
1120,129,85,51,50
1121,125,86,51,50
1122,118,88,51,50
1123,116,88,51,50
1124,113,90,51,50
1125,110,93,51,50
1126,107,96,51,50
1127,105,98,51,50
1128,102,99,51,50
1129,101,102,51,50
1130,100,106,51,50
1131,100,108,51,50
1132,100,112,51,50
1133,99,115,51,50
1134,97,117,51,50
1135,98,118,51,50
1136,97,120,51,50
1137,96,121,51,50
1138,97,123,51,50
1139,97,125,51,50
1140,96,125,51,50
1141,95,126,51,50
1142,93,125,51,50
1143,92,125,51,50
1144,91,123,51,50
1145,89,123,51,50
1146,88,123,49,50
1147,86,123,51,50
1148,85,122,51,50
1149,84,120,51,50
1150,84,119,51,50
1151,83,116,51,50
1152,82,114,51,50
1153,80,110,51,50
1154,80,105,51,50
1155,80,105,51,50
1156,78,100,51,50
1157,77,99,51,50
1158,78,95,51,50
1159,77,92,51,50
1160,77,88,51,50
1161,77,87,51,50
1162,76,85,51,50
1163,79,83,51,50
1164,80,82,51,50
1165,81,80,51,50
1166,83,78,51,50
1167,85,74,53,53
1168,89,72,51,52
1169,91,68,53,55
1170,93,67,53,55
1171,96,65,53,54
1172,96,62,55,55
1173,99,60,53,56
1174,101,60,53,57
1175,100,57,53,56
1176,101,55,54,53
1177,102,54,51,50
1178,104,52,51,50
1179,103,49,51,50
1180,104,47,51,50
1181,105,44,51,50
1182,106,43,51,50
1183,107,43,51,50
1184,108,43,51,50
1185,109,42,51,50
1186,110,42,51,50
1187,112,42,51,50
1188,114,42,51,50
1189,115,42,51,50
1190,117,42,51,50
1191,119,42,51,50
1192,121,42,51,50
1193,123,42,51,50
1194,125,42,51,50
1195,127,42,51,50
1196,129,42,51,50
1197,130,43,51,50
1198,132,44,51,50
1199,134,45,51,50
1200,136,46,51,50
1201,138,47,51,50
1202,136,47,51,50
1203,135,47,51,50
1204,133,47,51,50
1205,132,47,51,50
1206,130,47,51,50
1207,128,48,51,50
1208,125,49,51,50
1209,123,49,51,50
1210,121,50,51,50
1211,118,50,51,50
1212,117,51,51,50
1213,115,52,51,50
1214,113,52,51,50
1215,111,53,51,50
1216,109,53,51,50
1217,106,56,51,50
1218,103,58,51,50
1219,100,60,51,50
1220,97,62,51,50
1221,94,65,51,50
1222,93,66,51,50
1223,91,68,51,50
1224,90,70,51,50
1225,88,72,51,50
1226,87,73,51,50
1227,86,75,51,50
1228,85,77,51,50
1229,84,79,51,50
1230,84,81,51,50
1231,83,83,51,50
1232,83,84,51,50
1233,83,85,51,50
1234,84,87,51,50
1235,84,88,51,50
1236,87,88,51,50
1237,89,90,51,50
1238,89,90,51,50
1239,92,90,51,50
1240,93,90,51,50
1241,94,89,51,50
1242,94,89,51,50
1243,95,88,51,50
1244,96,88,51,50
1245,96,87,51,50
1246,97,87,51,50
1247,98,87,51,50
1248,99,85,51,50
1249,99,84,51,50
1250,99,83,51,50
1251,100,81,51,50
1252,100,79,51,50
1253,100,76,51,50
1254,100,75,51,50
1255,100,73,51,50
1256,103,71,51,50
1257,105,71,51,50
1258,106,73,51,50
1259,109,73,51,50
1260,110,74,51,50
1261,114,76,51,50
1262,115,76,51,50
1263,117,77,51,50
1264,118,77,51,50
1265,119,78,51,50
1266,121,77,51,50
1267,121,77,51,50
1268,121,77,51,50
1269,121,77,51,50
1270,122,78,51,50
1271,122,77,51,50
1272,124,79,51,50
1273,127,81,51,50
1274,131,84,51,50
1275,135,86,51,50
1276,143,89,51,50
1277,148,92,51,50
1278,154,93,51,51
1279,158,94,51,54
1280,165,96,51,53
1281,171,97,51,54
1282,172,97,54,55
1283,177,98,51,55
1284,182,100,51,54
1285,186,98,51,57
1286,190,98,51,57
1287,191,97,53,60
1288,196,99,52,57
1289,195,99,53,57
1290,196,100,54,56
1291,197,100,51,56
1292,194,100,51,58
1293,194,103,51,56
1294,194,100,51,59
1295,193,101,51,57
1296,189,102,51,56
1297,187,104,51,53
1298,186,101,51,55
1299,187,105,51,50
1300,189,105,51,50
1301,184,104,51,50
1302,188,107,51,50
1303,188,105,51,53
1304,187,105,51,50
1305,189,105,51,50
1306,187,106,51,50
1307,188,106,51,50
1308,188,106,51,50
1309,188,107,51,50
1310,192,106,51,50
1311,190,106,51,50
1312,189,106,51,50
1313,188,106,51,50
1314,190,106,51,50
1315,188,106,51,50
1316,188,107,51,50
1317,187,107,51,50
1318,189,108,51,50
1319,188,108,51,50
1320,188,108,51,50
1321,190,108,51,50
1322,189,107,51,50
1323,191,108,51,50
1324,190,108,51,50
1325,189,108,51,50
1326,189,108,51,50
1327,191,108,51,50
1328,190,108,51,50
1329,189,109,51,50
1330,190,109,51,50
1331,190,108,51,50
1332,189,108,51,50
1333,190,108,51,50
1334,189,109,51,50
1335,189,107,51,50
1336,188,109,51,50
1337,189,109,51,50
1338,191,108,51,50
1339,190,109,51,50
1340,188,110,51,50
1341,189,110,51,50
1342,190,110,51,50
1343,189,110,51,50
1344,187,110,51,50
